"","Year.x","iscovid","mandated_code","mandated_data","peer_reviewed","has_data","language","Open.source","Cross.Platform","Instructions.Provided","Code.runs","Tables...numbers.reproduced","Figures.reproduced","Outputs.match","version.for.paper","Self.contained","Is.a.notebook","Outputs_fully_match","Outputs.partial.match"
"127",2020,0,TRUE,TRUE,TRUE,TRUE,"matlab","0",1,1,1,"0.5",1,0.5,1,1,0,0,1
"128",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,1,1,"1",1,1,1,1,0,1,0
"129",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020,1,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2020,1,FALSE,FALSE,FALSE,TRUE,"R","1",1,1,0,"0",0,0,1,0,0,0,0
"134",2020,1,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2021,1,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020,1,FALSE,FALSE,TRUE,TRUE,"R","0",0,0,0,"0",0,0,0,0,0,0,0
"138",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020,1,TRUE,TRUE,TRUE,TRUE,"python","1",1,0,0,"0",0,0,1,0,0,0,0
"141",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2021,0,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2021,1,FALSE,TRUE,TRUE,TRUE,"Other","1",1,1,1,"1",1,1,0,1,1,1,0
"147",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","1",1,0,0,"0",0,0,0,0,0,0,0
"148",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,1,1,"1",1,1,1,1,0,1,0
"150",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0,0.5,"0",0.5,0.5,1,0,0,0,1
"151",2022,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2020,1,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2020,1,FALSE,FALSE,TRUE,TRUE,"Other","0",1,0.5,0,"0",0,0,1,0,0.5,0,0
"156",2021,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0.5,1,"0.5",0,0.5,1,0.5,0,0,1
"157",2020,1,FALSE,FALSE,TRUE,TRUE,"python","1",0.5,1,0.5,"0.5",0.5,0.5,0,0,1,0,1
"158",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",0,0,1,"1",0.5,0.5,1,0,1,0,1
"159",2020,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2021,1,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2020,1,TRUE,TRUE,TRUE,TRUE,"R","1",1,0,1,"n/a",0.5,0.5,1,0,0,0,1
"163",2021,0,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2020,1,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2021,1,TRUE,TRUE,TRUE,TRUE,"python","1",0,1,0.5,"0",0,0,0,0,0,0,0
"167",2021,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,0,1,"0.5",1,0.5,1,1,0,0,1
"169",2020,1,TRUE,TRUE,TRUE,TRUE,"R","1",1,1,1,"1",0.5,0.5,0,0,0,0,1
"170",2021,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2021,1,FALSE,TRUE,TRUE,TRUE,"python","1",1,0,1,"0.5",0.5,0.5,NA,NA,1,0,1
"172",2021,1,TRUE,TRUE,TRUE,TRUE,"matlab","0",1,1,1,"1",0.5,0.5,1,1,0,0,1
"173",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","0",1,1,1,"0",1,0.5,1,0,0,0,1
"174",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0,0.5,"0",0,0,0,1,1,0,0
"175",2020,1,TRUE,TRUE,TRUE,TRUE,"python","0.5",0.5,1,0.5,"1",1,1,1,1,0,1,0
"176",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2020,1,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","yes",1,1,1,"0",0,0,1,1,0,0,0
"181",2020,1,FALSE,FALSE,TRUE,TRUE,"R","0",1,0,0.5,"0.5",0.5,0.5,0.5,0,1,0,1
"182",2020,1,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,1,0.5,"0",0,0,1,1,0,0,0
"184",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2021,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2021,1,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2022,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2020,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2021,1,FALSE,TRUE,TRUE,TRUE,"R","1",0,0,0.5,"1",1,1,0,0,0,1,0
